_id,zip,name,address,city,state,Licensed or QRIS rating,qris,tier,latitude,longitude
1385,21043,Can-Teen Club @ Patapsco Middle School,8885 old Frederick road,Ellicott City,MD,Licensed,MD Licensed,0,39.2980808,-76.8170708
1386,21044,Centennial Lane Elementary SAS,10221 Wincopin Circle,Columbia,MD,1,MD 1,1,39.216048,-76.857096
1387,21044,Clemens Crossing ElementarySAS,10320 Quaterstaff Road,Columbia,MD,1,MD 1,1,39.1940451,-76.8726968
1388,21044,BRYANT WOODS MONTESSORI,10449 GREEN MOUNTAIN CIR,COLUMBIA,MD,1,MD 1,1,39.2210962,-76.8708116
1389,21044,Lornwood Day Care & Gifted Center,10453 Green Mountain Circle,Columbia,MD,1,MD 1,1,39.2223955,-76.866952
1390,21044,COLUMBIA MONTESSORI SCHOOL,10508 MARBLE FAUN CT,COLUMBIA,MD,2,MD 2,2,39.2226019,-76.875879
1391,21044,Kindercare Learning Center,10820 Little Patuxent Pkwy,Coulumbia,MD,2,MD 2,2,39.2157579,-76.8765162
1392,21044,Howard Community College Children's Learning Center,10901 Little Patuxent Parkway,Columbia,MD,2,MD 2,2,39.2140083,-76.8794293
1393,21044,Running Brook SAS,5215 W Running Brook,Columbia,MD,2,MD 2,2,39.2288601,-76.8575352
1394,21044,RUNNING BROOK ELEM PREK,5215 W RUNNING BROOK RD,COLUMBIA,MD,2,MD 2,2,39.2288601,-76.8575352
1395,21044,LONGFELLOW NURSERY SCHOOL ,5267 ELIOTS OAK RD,COLUMBIA,MD,2,MD 2,2,39.226159,-76.882847
1396,21044,Bryant Woods Elementary SAS,5450 blue heron,columbia,MD,2,MD 2,2,39.2210332,-76.8672181
1397,21044,BRYANT WOODS ELEM PREK,5450 BLUE HERON LN,COLUMBIA,MD,2,MD 2,2,39.2210332,-76.8672181
1398,21044,LONGFELLOW ELEM PREK,5470 HESPERUS DR,COLUMBIA,MD,3,MD 3,2,39.2265197,-76.8816703
1399,21044,Longfellow Elementary SAS,5470 Hesperus road,Columbia,MD,5,MD 5,3,39.2265197,-76.8816703
1400,21044,Swansfield Elementary SAS,5610 Cedar Lane,Columbia,MD,5,MD 5,3,39.2167774,-76.8886556
1401,21044,SWANSFIELD ELEM PREK,5610 CEDAR LN,COLUMBIA,MD,Licensed,MD Licensed,0,39.2167774,-76.8886556
1402,21044,Running Brook Children's Nursery School,5730 Columbia Rd,Columbia,MD,Licensed,MD Licensed,0,39.2279838,-76.8568876
1403,21044,MKD Kids Learning Center,5890 Cedar Lane,Columbia,MD,Licensed,MD Licensed,0,39.209518,-76.8873416
1404,21044,Stevens Forest SAS,6045 Stevens Forest Road,Columbia,MD,Licensed,MD Licensed,0,39.2047785,-76.8450048
1405,21044,KinderCare Learning Center,6185 Sunny Spring,Columbia,MD,Licensed,MD Licensed,0,39.2064555,-76.8837453
1406,21044,Head Start Old Cedar Lane,8045 Harriet Tubman Lane,Columbia,MD,Licensed,MD Licensed,0,39.1863724,-76.8797669
1407,21044,The Goddard School,9100 Quarterstaff Road,Columbia,MD,Licensed,MD Licensed,0,39.1937706,-76.881787
1408,21044,CHILDREN AND COMPANY,P O BOX 1364,COLUMBIA,MD,Licensed,MD Licensed,0,39.206658,-76.8836261
1409,21044,WILDE LAKE CHILDRENS NURSERY,PO BOX 1175,COLUMBIA,MD,Licensed,MD Licensed,0,39.206658,-76.8836261
1410,21045,Roger Carter Early Learning Center,3000 Milltowne Rd,Ellicott City,MD,1,MD 1,1,39.2708748,-76.8024739
1411,21045,Kid's Habitat II,5138 Thunder Hill Road,Columbia,MD,1,MD 1,1,39.228698,-76.830662
1412,21045,Phelps Luck SAS,5370 Oldstone Court,Columbia,MD,1,MD 1,1,39.2221865,-76.8182243
1413,21045,PHELPS LUCK ELEM PREK,5370 OLDSTONE CT,COLUMBIA,MD,1,MD 1,1,39.2221865,-76.8182243
1414,21045,NURTURING NEST MONTESSORI,5885 ROBERT OLIVER PL,COLUMBIA,MD,1,MD 1,1,39.2092723,-76.8455437
1415,21045,WATERLOO ELEM PREK,5940 WATERLOO RD,COLUMBIA,MD,1,MD 1,1,39.2073764,-76.7976724
1416,21045,Waterloo Elementary SAS,5940 Waterloo Road,Columbia MD,MD,1,MD 1,1,39.2073764,-76.7976724
1417,21045,Jeffers Hill SAS,6001 Tamar Drive,Columbia,MD,1,MD 1,1,39.2054858,-76.8262947
1418,21045,Stevens Forest Nursery School,6061 Stevens Forest Rd. Mailing address P.O. Box 214,Columbia,MD,1,MD 1,1,39.201384,-76.8374995
1419,21045,The Learning Cottage,6145 Waiting Spg,Columbia,MD,1,MD 1,1,39.202988,-76.828178
1420,21045,Head Start Dasher Green,"6680 Cradlerock Way,",Columbia,MD,1,MD 1,1,39.1919639,-76.844189
1421,21045,Cradlerock Elementary  SAS,6700 Cradlerock Way,Columbia,MD,1,MD 1,1,39.1914975,-76.8436132
1422,21045,CRADLEROCK ELEM PREK,6700 CRADLEROCK WAY,COLUMBIA,MD,1,MD 1,1,39.1914975,-76.8436132
1423,21045,EAST COLUMBIA PRESCHOOL,6800 CRADLEROCK WAY,COLUMBIA,MD,1,MD 1,1,39.193601,-76.840939
1424,21045,Childtime Children's Center,6905 Oakland Mills Rd  Suite D,Columbia,MD,2,MD 2,2,39.1821011,-76.8255477
1425,21045,Cradlerock Children's Center,7246 cradlerock way,columbia,MD,2,MD 2,2,39.1871948,-76.8450054
1426,21045,Oakridge Early Education Center,8370 Old Montgomery rd,Columbia,MD,3,MD 3,2,39.2031166,-76.8009221
1427,21045,EVERGREEN EARLY LEARNING CENTER,8665 OLD ANNAPOLIS RD,COLUMBIA,MD,5,MD 5,3,39.223286,-76.81065
1428,21045,The Goddard School,8866 Columbia 100 Parkway,Columbia,MD,5,MD 5,3,39.2328561,-76.8151329
1429,21045,La Petite Child Care,8890 Columbia 100 Pkwy,Columbia,MD,Licensed,MD Licensed,0,39.234224,-76.8153688
1430,21045,JOY IN LEARNING COLUMBIA,8991 LAMBSKIN LN,COLUMBIA,MD,Licensed,MD Licensed,0,39.2116266,-76.8231535
1431,21045,CHILDRENS MANOR MONTESSORI AND DAY CARE,9008 RED BRANCH RD,COLUMBIA,MD,Licensed,MD Licensed,0,39.2274213,-76.8192503
1432,21045,LOVE OF LEARNING MONTESSORI SCHOOL,9151 RUMSEY RD,COLUMBIA,MD,Licensed,MD Licensed,0,39.231896,-76.8203515
1433,21045,RAINBOW CHRISTIAN LEARNING CENTER,9198 RED BRANCH RD STE F,COLUMBIA,MD,Licensed,MD Licensed,0,39.2313439,-76.8280643
1434,21045,Oakland Mills Nursery School,9205 Log Chain Road,Columbia,MD,Licensed,MD Licensed,0,39.2290603,-76.8311593
1435,21045,YMCA Child Care at Owen Brown,9270 Homespun Drive,Columbia,MD,Licensed,MD Licensed,0,39.1906635,-76.8336836
1436,21045,First Presbyterian Church,9325 Presbyterian Circle,Columbia,MD,Licensed,MD Licensed,0,39.2381113,-76.8348489
1437,21045,Thunder Hill Elementary SAS,9357 Mellenbrook Road,Columbia,MD,Licensed,MD Licensed,0,39.2290122,-76.8343273
1438,21045,TALBOTT SPRINGS ELEM PREK,9550 BASKET RING RD,COLUMBIA,MD,Licensed,MD Licensed,0,39.2130344,-76.8436069
1439,21045,Talbott Springs Elementary SAS,9550 Basket Ring Road,Columbia,MD,Licensed,MD Licensed,0,39.2130344,-76.8436069
1440,21045,JULIA BROWN MONTESSORI,9760 OWEN BROWN RD,COLUMBIA,MD,Licensed,MD Licensed,0,39.2026086,-76.8498436
1441,21046,Christ Memorial Christian Preschool,6410 Amherst Avenue,Columbia,MD,1,MD 1,1,39.1933391,-76.8654066
1442,21046,Atholton Elementary SAS,6700 Seneca Dr,Columbia,MD,1,MD 1,1,39.1859332,-76.8629559
1443,21046,ATHOLTON ELEM PREK,6700 SENECA DR,COLUMBIA,MD,1,MD 1,1,39.1859332,-76.8629559
1444,21046,Kinder Care Learning Center,7195 Columbia Gateway Drive,Columbia,MD,2,MD 2,2,39.1828885,-76.8039982
1445,21046,Guilford Elementary SAS,7335 Oakland Mills Rd,Columbia,MD,3,MD 3,2,39.1697818,-76.8299569
1446,21046,GUILFORD ELEM PREK,7335 OAKLAND MILLS RD,COLUMBIA,MD,Licensed,MD Licensed,0,39.1697818,-76.8299569
1447,21046,The Young School Early Education Program,8310 Guilford Road,Columbia,MD,Licensed,MD Licensed,0,39.1756566,-76.8716673
1448,21047,Stonewall Day Care Center I,1313 Stonewall Lane,Fallston,MD,1,MD 1,1,39.507781,-76.375707
1449,21047,YMCA at Youth's Benefit Elementary School,1901 Fallston Rd,Fallston,MD,1,MD 1,1,39.5300819,-76.438512
1450,21047,FALLSTON COUNTRY PRE-K INC.,2022 FALLSTON RD,FALLSTON,MD,1,MD 1,1,39.5324027,-76.4467923
1451,21047,Celebree Learning Centers of Fallston,2312 Bel Air Road,Fallston,MD,1,MD 1,1,39.494017,-76.3939899
1452,21047,Stonewall Day Care Center II,601 Mountain Road,Fallston,MD,Licensed,MD Licensed,0,39.486409,-76.389235
1453,21047,FALLSTON COMMUNITY PRE-KINDERGARTEN,PO BOX 54,FALLSTON,MD,Licensed,MD Licensed,0,39.5145515,-76.4110732
1454,21048,YMCA  -Chipmunks Learning Program,2101 old Westminster pike,finksburg,MD,2,MD 2,2,39.52315,-76.924818
1455,21048,SANDYMOUNT ELEM PREK,2222 OLD WESTMINSTER PIKE,FINKSBURG,MD,3,MD 3,2,39.5239873,-76.9240051
1456,21048,Child's Nurturing Center,2320 Old Westminster Pike,Finksburg,MD,5,MD 5,3,39.5172619,-76.9132339
1457,21048,GERSTELL ACADEMY,2500 OLD WESTMINSTER PIKE,FINKSBURG,MD,Licensed,MD Licensed,0,39.5122539,-76.9035224
1458,21048,Wee Care Best - Finksburg,2893 Baltimore Blvd,Finksburg,MD,Licensed,MD Licensed,0,39.497256,-76.894109
1459,21050,Celebree Learning Centers of Rock Spring,1517 A Rock Spring Road,Forest Hill,MD,1,MD 1,1,39.5607613,-76.3693484
1460,21050,CHILDREN'S MANOR OF FOREST HILL,2003 KLEIN PLAZA DR,FOREST HILL,MD,1,MD 1,1,39.5733103,-76.3827058
1461,21050,Forest Hill Nature Preschool and Child Care,207 Bynum Rd,Forest Hill,MD,1,MD 1,1,39.561371,-76.366359
1462,21050,ADVENT CHILD DEVELOPMENT CTR,2230 ROCK SPRING RD,FOREST HILL,MD,Licensed,MD Licensed,0,39.579456,-76.388371
1463,21050,Celebree Learning Center,9 Newport Drive,Forest Hill,MD,Licensed,MD Licensed,0,39.5776616,-76.3826964
1464,21051,,,,MD,Licensed,MD Licensed,0,39.4715718,-76.4548626
1465,21052,,,,MD,Licensed,MD Licensed,0,39.2045617,-76.4476321
1466,21053,PRETTYBOY REC TINY TOTS,19810 MIDDLETOWN RD,FREELAND,MD,Licensed,MD Licensed,0,39.6668708,-76.7125363
1467,21054,Impressionable Years,"1041 State Route 3 North, Suite 9",Gambrills,MD,1,MD 1,1,39.0273659,-76.6858133
1468,21054,Kindercare Learning Center Gambrills,1069 MD Rt 3 North,Gambrills,MD,1,MD 1,1,39.0253291,-76.6893153
1469,21054,BRIGHT HORIZONS AT NEWBURY SCHOOL,1305 RIEDEL RD,GAMBRILLS,MD,1,MD 1,1,39.0383975,-76.6730161
1470,21054,BEAVER CREEK CHILDCARE AND KINDERGARTEN,2165 DAVIDSONVILLE RD,GAMBRILLS,MD,3,MD 3,2,39.0083159,-76.6792125
1471,21054,La Petite Child Care,2295 John Hopkins Rd,Gambrills,MD,3,MD 3,2,39.0237723,-76.6692494
1472,21054,Crofton Middle School Teen Group,2301 Davidsonville Road,Gambrills,MD,3,MD 3,2,38.997274,-76.671009
1473,21054,The Goddard School,2409 Queen Mitchell road,Gambrills,MD,3,MD 3,2,39.025196,-76.688275
1474,21054,SCHOOL OF INCARNATION,2601 SYMPHONY LN,GAMBRILLS,MD,Licensed,MD Licensed,0,39.0467756,-76.6917788
1475,21054,Right Start Academy,331 Gambrills Rd. Ste 1,Gambrills,MD,Licensed,MD Licensed,0,39.0718357,-76.6630536
1476,21054,GAMBRILLS DAY NURSERY,551 ST MARYS AVE,GAMBRILLS,MD,Licensed,MD Licensed,0,39.0707625,-76.6755912
1477,21054,FOUR SEASONS ELEM PREK,979 WAUGH CHAPEL RD,GAMBRILLS,MD,Licensed,MD Licensed,0,39.0533455,-76.6944604
1478,21054,Four Seasons School Age Child Care,979 Waugh Chapel Rd.,Gambrills,MD,Licensed,MD Licensed,0,39.0533455,-76.6944604
1479,21056,,,,MD,Licensed,MD Licensed,0,39.0681221,-76.4389549
1480,21057,ST JOHNS LUTHERAN SCHOOL,13300 MANOR RD,GLEN ARM,MD,Licensed,MD Licensed,0,39.4898281,-76.5228655
1481,21060,HARUNDALE PRES WEEKDAY SCHOOL,1020 EAST WAY,GLEN BURNIE,MD,3,MD 3,2,39.1525705,-76.6124385
1482,21060,POINT PLEASANT ELEM PREK,1035 DUMBARTON RD,GLEN BURNIE,MD,3,MD 3,2,39.1730707,-76.5926024
1483,21060,GLENDALE ELEM PREK,105 CARROLL RD,GLEN BURNIE,MD,3,MD 3,2,39.1611542,-76.6101051
1484,21060,Glendale Elementary School Age Child Care,105 Carroll Rd.,Glen Burnie,MD,3,MD 3,2,39.1611542,-76.6101051
1485,21060,JOY IN LEARNING-MARLEY PARK,116 MARLEY NECK RD,GLEN BURNIE,MD,Licensed,MD Licensed,0,39.1543511,-76.5915972
1486,21060,MARLEY GLEN ELEM PREK,200 SCOTT AVE,GLEN BURNIE,MD,Licensed,MD Licensed,0,39.143209,-76.5961
1487,21060,MARLEY ELEM PREK,201 MARLEY STATION RD,GLEN BURNIE,MD,Licensed,MD Licensed,0,39.1454921,-76.5976616
1488,21060,Marley Elementary School Age Child Care,715 Cooper Rd.,Glen Burnie,MD,Licensed,MD Licensed,0,39.1439117,-76.5957209
1489,21060,SOLLEY ELEM PREK,7608 SOLLEY RD,GLEN BURNIE,MD,Licensed,MD Licensed,0,39.1741818,-76.5538803
1490,21060,Solley Elementary School Age Child Care,7608 Solley Rd.,Glen Burnie,MD,Licensed,MD Licensed,0,39.1741818,-76.5538803
1491,21060,FREETOWN ELEM PREK,7904 FREETOWN RD,GLEN BURNIE,MD,Licensed,MD Licensed,0,39.13756,-76.5812763
1492,21060,Freetown Elementary School Age Child Care,7904 Freetown Rd.,Glen Burnie,MD,Licensed,MD Licensed,0,39.13756,-76.5812763
1493,21061,Ferndale Day Nursery,102 Cromwell Ave,Glen Burnie,MD,1,MD 1,1,39.1856475,-76.6358865
1494,21061,FERNDALE ELEM PREK,105 PACKARD AVE,GLEN BURNIE,MD,1,MD 1,1,39.1840897,-76.6424943
1495,21061,WOODSIDE ELEM PREK,160 FUNKE RD,GLEN BURNIE,MD,1,MD 1,1,39.1408259,-76.6146843
1496,21061,YMCA  at Southgate E.S.,191 Shetlands Lane,Glen Burnie,MD,1,MD 1,1,39.1280082,-76.6128596
1497,21061,SOUTHGATE ELEM PREK,290 SHETLANDS LN,GLEN BURNIE,MD,1,MD 1,1,39.1286524,-76.6149912
1498,21061,Kim's Karate & Learning Center,310B Hospital Drive,Glen Burnie,MD,1,MD 1,1,39.1419465,-76.6297857
1499,21061,OAKWOOD ELEM PREK,330 OAK MANOR DR,GLEN BURNIE,MD,3,MD 3,2,39.1442488,-76.6273808
1500,21061,Oak Wood School Age Child Care,330 Oak Manor Dr.,Glen Burnie,MD,3,MD 3,2,39.1442488,-76.6273808
1501,21061,YMCA at Richard Henry Lee ES,400 A Street at 4th Ave,Glen Burnie,MD,Licensed,MD Licensed,0,39.1601186,-76.6301902
1502,21061,HILLTOP ELEM PREK,415 MELROSE AVE,GLEN BURNIE,MD,Licensed,MD Licensed,0,39.1902363,-76.635286
1503,21061,Hilltop Elem School Age Child Care,415 Melrose Ave.,Glen Burnie,MD,Licensed,MD Licensed,0,39.1902363,-76.635286
1504,21061,YMCA at Glen Burnie Park ES,500 Malboro Rd,Glen Burnie,MD,Licensed,MD Licensed,0,39.1401957,-76.6361372
1505,21061,GLEN BURNIE PARK ELEM PREK,500 MARLBORO RD,GLEN BURNIE,MD,Licensed,MD Licensed,0,39.1401957,-76.6361372
1506,21061,RIPPLING WOODS ELEM PREK,530 NOLFIELD DR,GLEN BURNIE,MD,Licensed,MD Licensed,0,39.1283469,-76.6283909
1507,21061,YMCA at Rippling Woods ES,530 Nolfield Drive,Glen Burnie,MD,Licensed,MD Licensed,0,39.1283469,-76.6283909
1508,21061,NORTH GLEN ELEM PREK,615 FURNACE BRANCH RD,GLEN BURNIE,MD,Licensed,MD Licensed,0,39.19276,-76.6251999
1509,21061,GRANITE BAPTIST PRESCHL AND EXTENTED CARE,7823 OAKWOOD RD,GLEN BURNIE,MD,Licensed,MD Licensed,0,39.1427123,-76.6179642
1510,21061,JOY IN LEARNING-GLEN BURNIE PARK,804 OLD STAGE RD,GLEN BURNIE,MD,Licensed,MD Licensed,0,39.1484914,-76.6375552
1511,21071,SACRED HEART SCHOOL,63 SACRED HEART LN,GLYNDON,MD,Licensed,MD Licensed,0,39.4705657,-76.8219397
1512,21071,GLYNDON UNITED METHODIST PRESCHL,PO BOX 84,GLYNDON,MD,Licensed,MD Licensed,0,39.4733637,-76.8137088
1513,21074,Wee Care Best-Hampstead,1430 N. Main Street,Hampstead,MD,1,MD 1,1,39.614388,-76.855084
1514,21074,Almost Family Childcare Center,1705 N Main St,Hampstead,MD,1,MD 1,1,39.621287,-76.857209
1515,21074,LITTLE FEET PRESCHOOL,18132 FALLS RD,HAMPSTEAD,MD,1,MD 1,1,39.622736,-76.79519
1516,21074,Celebree Learning Center @ Hampstead,2323 Hanover Pike,Hampstead,MD,2,MD 2,2,39.639911,-76.8667493
1517,21074,Four Seasons of Care Learning Center,2710 Hampstead Mexico Road,Hampstead,MD,3,MD 3,2,39.6104605,-76.8999078
1518,21074,LITTLE FEET PRESCHOOL 2,3239 CARROLLTON RD,HAMPSTEAD,MD,Licensed,MD Licensed,0,39.5559221,-76.8811548
1519,21074,HAMPSTEAD ELEM PREK,3737 SHILOH RD,HAMPSTEAD,MD,Licensed,MD Licensed,0,39.6021198,-76.8617314
1520,21074,Berry Patch Early Learning Center,4510 Lower Beckleysville Road Suite O,Hampstead,MD,Licensed,MD Licensed,0,39.6046239,-76.8364505
1521,21074,SPRING GARDEN ELEM PREK,700 BOXWOOD DR,HAMPSTEAD,MD,Licensed,MD Licensed,0,39.5930121,-76.840427
1522,21075,ST AUGUSTINES PRESCHL AND BASC,5990 OLD WASHINGTON RD,ELKRIDGE,MD,1,MD 1,1,39.2111553,-76.7164771
1523,21075,KinderCare Learning Center,6080 Marshalee Drive,Elkridge,MD,1,MD 1,1,39.2077658,-76.7774983
1524,21075,ROCKBURN ELEM PREK,6145 MONTGOMERY RD,ELKRIDGE,MD,1,MD 1,1,39.2149436,-76.7684672
1525,21075,Rockburn Extended Recreation Program,6145 Montgomery Road,Elkridge,MD,1,MD 1,1,39.2149436,-76.7684672
1526,21075,Ducketts Lane Early Learning Center,6501 Ducketts Lane,Elkridge,MD,1,MD 1,1,39.2013419,-76.745475
1527,21075,DUCKETTS LANE ELEM PREK,6501 DUCKETTS LN,ELKRIDGE,MD,1,MD 1,1,39.2013419,-76.745475
1528,21075,Grace Church Child Care,6725 Montgomery Road,Elkridge,MD,2,MD 2,2,39.2121383,-76.7481417
1529,21075,Deep Run Extended Recreation Program,6925 Old Waterloo Rd,Elkridge,MD,Licensed,MD Licensed,0,39.1847365,-76.7867074
1530,21075,DEEP RUN ELEM PREK,6925 OLD WATERLOO RD,ELKRIDGE,MD,Licensed,MD Licensed,0,39.1847365,-76.7867074
1531,21075,Elkridge Extended Recreation Program,7075 Montgomery Road,Elkridge,MD,Licensed,MD Licensed,0,39.213211,-76.728596
1532,21075,Elkridge Landing Middle School Student Union,7085 Montgomery road,Elkridge,MD,Licensed,MD Licensed,0,39.2123186,-76.7292896
1533,21076,WESLEY GROVE PREKINDERGARTEN,1320 DORSEY RD,HANOVER,MD,1,MD 1,1,39.1589621,-76.7076326
1534,21076,Can-Teen Club @ Thomas Viaduct Middle School,7000 banbury drive,Hanover,MD,2,MD 2,2,39.1844496,-76.7354599
1535,21076,PHILIPPI CHRISTIAN PRESCHOOL,7422 RACE RD,HANOVER,MD,3,MD 3,2,39.1693543,-76.7409349
1536,21076,KARENS CHILDCARE INC,7494 RACE RD,HANOVER,MD,Licensed,MD Licensed,0,39.164583,-76.747218
1537,21076,Harman School Age Child  Care,7600 Ridge Chapel Road,Hanover,MD,Licensed,MD Licensed,0,39.1533334,-76.7185589
1538,21076,Kinder Care Learning Centers,8050 Rockenbach Road,Hanover,MD,Licensed,MD Licensed,0,39.12908,-76.740834
1539,21077,,,,MD,Licensed,MD Licensed,0,39.1518814,-76.6961305
1540,21078,ROYE WILLIAMS ELEM PREK,201 OAKINGTON RD,HAVRE DE GRACE,MD,1,MD 1,1,39.521569,-76.134921
1541,21078,KIDZ KORNER,3 N EARLTON RD EXT,HAVRE DE GRACE,MD,1,MD 1,1,39.5757059,-76.148062
1542,21078,HAVRE DE GRACE ELEM,600 JUNIATA ST,HARVE DE GRACE,MD,Licensed,MD Licensed,0,39.5527499,-76.0972343
1543,21078,MRDC Head Start,617 Congress Ave,Havre de Grace,MD,Licensed,MD Licensed,0,39.5475999,-76.0937502
1544,21078,HARFORD JEWISH CENTER PRESCHOOL,8 N EARLTON RD,HAVRE DE GRACE,MD,Licensed,MD Licensed,0,39.5760494,-76.1520709
1545,21078,MAGNOLIA ELEM PREK,901 GRACE VIEW DR,HAVRE DE GRACE,MD,Licensed,MD Licensed,0,39.4719333,-76.1353991
1546,21078,YMCA at Meadowvale Elementary School,910 Graceview Dr,Havre de Grace,MD,Licensed,MD Licensed,0,39.5628638,-76.1063294
1547,21082,ST JOHN THE EVANGELIST B/A SCH PROGRAM,13311 LONG GREEN PIKE,HYDES,MD,Licensed,MD Licensed,0,39.4882845,-76.474511
1548,21084,Salem Lutheran Children's Center,3825 Norrisville Rd,Jarrettsville,MD,1,MD 1,1,39.6036659,-76.487529
1549,21085,YMCA at Riverside Elementary School,211 Stillmeadow Dr,Joppa,MD,1,MD 1,1,39.401503,-76.337511
1550,21085,RIVERSIDE ELEM PREK,211 STILLMEADOW DR,JOPPA,MD,1,MD 1,1,39.401503,-76.337511
1551,21085,JOPPATOWNE ELEM PREK,407 TRIMLE RD,JOPPA,MD,1,MD 1,1,39.4216676,-76.3628492
1552,21085,Best Buddies Learning Center,419B Pulaski Highway,Joppa,MD,Licensed,MD Licensed,0,39.427592,-76.361152
1553,21085,Good Shepherd Children's Center,622 Joppa Farm Road,Joppa,MD,Licensed,MD Licensed,0,39.4124962,-76.3557457
1554,21087,Infants 'n More!!,11767 Belair Rd.,Kingsville,MD,1,MD 1,1,39.4451493,-76.4213762
1555,21087,OPEN BIBLE CHRISTIAN ACADEMY K-4,13 OPEN BIBLE WAY,KINGSVILLE,MD,Licensed,MD Licensed,0,39.4598238,-76.4165011
1556,21087,REDEEMER CLASSICAL CHRISTIAN SCHOOL,6415 MOUNT VISTA RD,KINGSVILLE,MD,Licensed,MD Licensed,0,39.4579639,-76.453678
1557,21090,ST JOHNS NURS SCHL OF LINTHICUM,300 W MAPLE RD,LINTHICUM HEIGHTS,MD,1,MD 1,1,39.2059487,-76.6572914
1558,21090,YWCA Overlook  Before and After School Program,401 Hampton rd,Linthicum,MD,2,MD 2,2,39.2133426,-76.6514607
1559,21090,ST PHILLIP NERI EXTENDED DAY,6401 S ORCHARD RD,LINTHICUM HEIGHTS,MD,Licensed,MD Licensed,0,39.20221,-76.645217
1560,21090,FRIENDSHIP ADVENTIST PRESCHOOL AND DAYCARE,901 ANDOVER RD,LINTHICUM,MD,Licensed,MD Licensed,0,39.199337,-76.6779509
1561,21090,Quala Care Child Center Inc,920 Andover Road,Linthicum,MD,Licensed,MD Licensed,0,39.2003752,-76.6786471
1562,21091,BELLE GROVE AT LINDALE ES PREK,4502 BELLE GROVE RD,LINTHICUM HEIGHTS,MD,Licensed,MD Licensed,0,39.229596,-76.6219014
1563,21093,Havenwood Preschool Center,100 E. Ridgely Road,Timonium,MD,1,MD 1,1,39.4324079,-76.6159826
1564,21093,MONTESSORI SOCIETY OF CENTRL MD THE FARM,10807 TONY DR,LUTHERVILLE,MD,1,MD 1,1,39.4217356,-76.6721302
1565,21093,Play Centers at Hampton Elementary School,1115 Charmuth Road,Lutherville,MD,1,MD 1,1,39.4165988,-76.6028686
1566,21093,MAYS CHAPEL PREK,12250 ROUNDWOOD RD,TIMONIUM,MD,1,MD 1,1,39.4595855,-76.6666404
1567,21093,Celebree Learning Centers - Lutherville,1306 Bellona Avenue,Lutherville,MD,2,MD 2,2,39.418614,-76.630895
1568,21093,ST PAUL'S LUTHERAN P/S AND KINDERGARTEN,1609 KURTZ AVE,LUTHERVILLE,MD,2,MD 2,2,39.424323,-76.625393
1569,21093,Timonium Children's Center,"1850 York Road, Suite A-C",Timonium,MD,5,MD 5,3,39.4322643,-76.6243673
1570,21093,LUTHERVILLE TIMONIUM TOT FUN CTR,200 RICKSWOOD RD,TIMONIUM,MD,Licensed,MD Licensed,0,39.4441517,-76.6386796
1571,21093,Play Centers at Pinewood Elementary,200 Rickswood Rd.,Timonium,MD,Licensed,MD Licensed,0,39.4441517,-76.6386796
1572,21093,Hot Spots Extended Care Program of Timonium,2001 Eastridge Rd.,Timonium,MD,Licensed,MD Licensed,0,39.4386004,-76.6122345
1573,21093,LOTS OF LOVE DAY CARE,216 W SEMINARY AVE,LUTHERVILLE,MD,Licensed,MD Licensed,0,39.4213341,-76.6249272
1574,21093,VILLA MARIA AT ST VINCENTS CENTER,2300 DULANEY VALLEY RD,TIMONIUM,MD,Licensed,MD Licensed,0,39.4516351,-76.594601
1575,21093,TIMONIUM UM NURSERY SCHOOL,2300 POT SPRING RD,TIMONIUM,MD,Licensed,MD Licensed,0,39.4521753,-76.6068249
1576,21093,POT SPRING ELEM PREK,2410 SPRINGLAKE DR,LUTHERVILLE TIMONIUM,MD,Licensed,MD Licensed,0,39.4547275,-76.6144547
1577,21093,Play Centers at Pot Spring Elementary School,2410 Springlake Drive,Timonium,MD,Licensed,MD Licensed,0,39.4547275,-76.6144547
1578,21093,KANGAROO LEARNING CENTER AT REBOUNDERS GYMNASTICS,7 W AYLESBURY RD STE F,TIMONIUM,MD,Licensed,MD Licensed,0,39.4324416,-76.6265709
1579,21102,EBB VALLEY ELEM PREK,3100 SWIPER RD,MANCHESTER,MD,1,MD 1,1,39.6766401,-76.888756
1580,21102,MANCHESER ELEM PREK,3224 YORK ST,MANCHESTER,MD,Licensed,MD Licensed,0,39.6632076,-76.8840481
1581,21102,GRACE BIBLE CHRISTIAN PRESCHL AND KIND,3250 CHARMIL DR,MANCHESTER,MD,Licensed,MD Licensed,0,39.650075,-76.885921
1582,21102,Sunshine Child Development Center II,4033 Lineboro rd,Lineboro,MD,Licensed,MD Licensed,0,39.712563,-76.8513679
1583,21104,Peter Pan Learning Center,1260 Driver Road,Marriottsville,MD,1,MD 1,1,39.337595,-76.895354
1584,21104,The Goddard School,"2200 Brighton Run Court Marriottsville, Maryland  21104",Marriottsville,MD,5,MD 5,3,39.3078682,-76.8953572
1585,21105,,,,MD,Licensed,MD Licensed,0,39.7167343,-76.6554395
1586,21108,YMCA at Millersville ES,1601 Millersville Rd,Millersville,MD,1,MD 1,1,39.0553854,-76.6393884
1587,21108,YMCA at Shipleys Choice Elementary School,310 Governor Stone Parkway,Millersville,MD,1,MD 1,1,39.1014869,-76.6108009
1588,21108,Baldwin Child Care Center,921 Generals Highway,Millersville,MD,2,MD 2,2,39.0596584,-76.627343
